"","loc_id","name","type","str_no","street","postal_code","ward","phone","building.type","bldgname","Infant","Toddler","Preschooler","Kindergarten","Gradelevel","Total","subsidy","gc_geoid","longitude","latitude","run_date","district"
"263",1812,"George Brown - Rose Avenue Child Care Centre","Non-Profit","675","ontario st","M4X 1N4",28,"416-922-8827","Public Elementary School","Rose Avenue Public School",10,10,24,52,60,156,"Yes",6522577,-79.37250872,43.67017366,"15-Jun-17","Toronto East York"
"264",1813,"Special Moments Child Care Centre","Commercial","20","glebe rd e","M4S 1N6",22,"416-482-2675","Place of Worship","Glebe Road United Church",0,0,24,0,0,24,"No",7283706,-79.39628052,43.70157481,"15-Jun-17","Toronto East York"
"265",1818,"Runnymede Adventure Club","Non-Profit","357","runnymede rd","M6S 2Y7",13,"416-766-5599","Public Elementary School","Runnymede Public School",0,0,0,40,95,135,"Yes",7973683,-79.47748498,43.65593788,"15-Jun-17","Etobicoke York"
"266",1819,"Bloorcourt Village Early Learning Centre","Commercial","823","dovercourt rd","M6H 2X4",19,"416-536-0574","Purpose Built","",10,30,36,0,30,106,"Yes",794487,-79.42973205,43.66312114,"15-Jun-17","Toronto East York"
"267",1823,"Sunnyside Garden  Day Care","Non-Profit","225","garden ave","M6R 1H9",14,"416-533-2008","Public Elementary School","Garden Public School",0,15,23,40,52,130,"Yes",807559,-79.44912695,43.64320868,"15-Jun-17","Toronto East York"
"268",1824,"Ryerson Early Learning Centre (Ryerson University)","Non-Profit","350","victoria st","M5B 2K3",27,"416-979-5338","Community College/University","Ryerson University",0,25,40,0,0,65,"Yes",7730108,-79.38047983,43.65776563,"15-Jun-17","Toronto East York"
"269",1827,"Upper Yonge Village Day Care Centre","Non-Profit","14","st clements ave","M4R 1G9",16,"416-487-2861","Other","Other",10,25,24,0,0,59,"Yes",872957,-79.40034821,43.71308349,"15-Jun-17","North York"
"270",1832,"Candy Factory Swallows Day Care (The)","Commercial","1411","bloor st w","M6P 3L4",18,"416-537-4154","House","Plato Adult Education Centre",10,25,40,0,0,75,"Yes",13977566,-79.4473515,43.65720688,"15-Jun-17","Toronto East York"
"271",1833,"University Settlement Day Care Centre","Non-Profit","23","grange rd","M5T 1C3",20,"416-598-3444x246","Community/Recreation Centre","University Settlement Recreation Centre",10,20,24,0,0,54,"Yes",14208804,-79.39147427,43.65205191,"15-Jun-17","Toronto East York"
"272",1835,"George Brown - Casa Loma Child Care Centre","Non-Profit","160","kendal ave","M5R 1M3",21,"416-415-5000x4616","Community College/University","Casa Loma Campus",10,15,32,0,0,57,"Yes",7994619,-79.41104866,43.67602093,"15-Jun-17","Toronto East York"
"273",1836,"Capri  Early Learning & Child Care Centre","City-Operated","7","capri rd","M9B 6B9",3,"416-392-4399","High Rise Apartment","",0,10,16,10,0,36,"Yes",991732,-79.56404412,43.65270428,"15-Jun-17","Etobicoke York"
"274",1837,"Ancaster Early Learning & Child Care Centre","City-Operated","45","ancaster rd","M3K 1S7",9,"416-392-5064","Other","",10,10,16,20,0,56,"Yes",482523,-79.46601442,43.73303442,"15-Jun-17","North York"
"275",1838,"Rawlinson Early Learning & Child Care Centre","City-Operated","40","earnscliffe rd","M6E 1J5",17,"416-392-5068","Public Elementary School","Rawlinson Community School",10,20,24,0,0,54,"Yes",13967930,-79.44016379,43.68333039,"15-Jun-17","Etobicoke York"
"276",1839,"Alexandra Park Early Learning & Child Care Centre","City-Operated","75","augusta sq","M5T 2K5",20,"416-392-5515","Low Rise Apartment","",10,10,16,0,0,36,"Yes",14194946,-79.39999653,43.65012601,"15-Jun-17","Toronto East York"
"277",1840,"Berner Trail Early Learning & Child Care Centre","City-Operated","120","berner trail","M1B 1B3",42,"416-392-6273","Public Elementary School","Berner Trail Public School",10,20,24,20,0,74,"Yes",307348,-79.22135576,43.80157071,"15-Jun-17","Scarborough"
"278",1841,"Bay Mills Early Learning & Child Care Centre","City-Operated","365","bay mills blvd","M1T 2G5",40,"416-392-2294","High Rise Apartment","Apartment Building",0,10,16,0,0,26,"Yes",305018,-79.30084246,43.78124037,"15-Jun-17","Scarborough"
"279",1842,"Brahms Early Learning & Child Care Centre","City-Operated","5","brahms ave","M2H 1H2",24,"416-392-6262","High Rise Apartment","",6,10,16,0,0,32,"Yes",20005804,-79.3578377,43.79272821,"15-Jun-17","North York"
"280",1843,"Willowridge Early Learning & Child Care Centre","City-Operated","30","earldown dr","M9R 2L3",4,"416-392-5086","Purpose Built","",0,10,32,12,30,84,"Yes",12544632,-79.57061344,43.67601571,"15-Jun-17","Etobicoke York"
"281",1845,"Greenholme Satellite Early Learning & Child Care Centre","City-Operated","10","jamestown cres","M9V 3M5",1,"416-392-5083","Public Elementary School","Greenholme Public School",0,0,0,0,20,20,"Yes",9178016,-79.58291142,43.73508012,"15-Jun-17","Etobicoke York"
"282",1846,"Lawrence Avenue East Early Learning & Child Care Centre","City-Operated","3847","lawrence ave e","M1G 1R5",43,"416-392-5229","High Rise Apartment","",0,0,0,10,15,25,"Yes",7423570,-79.2104931,43.76249103,"15-Jun-17","Scarborough"
"283",1847,"Blake Street Early Learning & Child Care Centre","City-Operated","84","blake st","M4J 3C9",30,"416-392-5055","Community/Recreation Centre","Eastview Neighbourhood Community Centre",10,20,24,0,0,54,"Yes",13967924,-79.33978663,43.67479538,"15-Jun-17","Toronto East York"
"284",1848,"Rowntree Early Learning & Child Care Centre","City-Operated","2765","islington ave","M9V 5C2",1,"416-392-5089","High Rise Apartment","",10,10,16,0,0,36,"Yes",10985652,-79.56699138,43.74357491,"15-Jun-17","Etobicoke York"
"285",1850,"Gilder Early Learning & Child Care Centre","City-Operated","31","gilder dr","M1K 4P8",37,"416-392-5696","High Rise Apartment","",0,10,24,8,0,42,"Yes",2917704,-79.25631648,43.7362637,"15-Jun-17","Scarborough"
"286",1851,"Edgeley Early Learning & Child Care Centre","City-Operated","405","driftwood ave","M3N 2P6",8,"416-392-6271","Purpose Built","",10,15,32,0,0,57,"Yes",13970510,-79.51607055,43.76717478,"15-Jun-17","North York"
"287",1852,"Emery Early Learning & Child Care Centre","City-Operated","3395","weston rd","M9M 2V9",7,"416-392-3370","Public High School","Emery Collegiate Institute",10,10,16,0,0,36,"Yes",574355,-79.53955698,43.74872271,"15-Jun-17","Etobicoke York"
"288",1853,"Warden Woods Satellite Early Learning & Child Care Centre","City-Operated","644","warden ave","M1L 3Z3",35,"416-392-5078","Public Elementary School","Warden Avenue Junior Public School",0,0,0,20,24,44,"Yes",395722,-79.27729094,43.70004636,"15-Jun-17","Scarborough"
"289",1854,"Thomas Berry Early Learning & Child Care Centre","City-Operated","3495","lake shore blvd w","M8W 1N5",6,"416-392-5080","Public School (Closed)","Old James S. Bell Public School (Closed)",10,20,32,20,24,106,"Yes",9109212,-79.53082625,43.59433786,"15-Jun-17","Etobicoke York"
"290",1855,"Galloway Early Learning & Child Care Centre","City-Operated","4299","kingston rd","M1E 2M9",43,"416-392-5229","High Rise Apartment","",10,10,16,0,0,36,"Yes",12786480,-79.19364974,43.76234889,"15-Jun-17","Scarborough"
"291",1856,"Warden Woods Early Learning & Child Care Centre","City-Operated","76","firvalley crt","M1L 1N9",35,"416-392-5078","Community/Recreation Centre","Warden Woods Community Centre",6,10,16,0,0,32,"Yes",11070255,-79.27794561,43.70385218,"15-Jun-17","Scarborough"
"292",1857,"Falstaff Early Learning & Child Care Centre","City-Operated","10","falstaff ave","M6L 2C7",12,"416-392-5688","Purpose Built","",16,25,32,0,0,73,"Yes",8855191,-79.50667215,43.71609301,"15-Jun-17","Etobicoke York"
"293",1858,"Canadiana Court Early Learning & Child Care Centre","City-Operated","20","gordonridge pl","M1K 4H5",35,"416-392-5698","Community/Recreation Centre","Gordonridge Community Centre",10,10,16,0,0,36,"Yes",6674316,-79.25228147,43.72712344,"15-Jun-17","Scarborough"
"294",1859,"Parkside Early Learning & Child Care Centre","City-Operated","401","cedarvale ave","M4C 4K7",31,"416-392-2257","Public Elementary School","Parkside Public School",0,0,0,20,15,35,"Yes",6427685,-79.31648307,43.69985449,"15-Jun-17","Toronto East York"
"295",1860,"Centenary Seven Oaks  Early Learning & Child Care Centre","City-Operated","9","neilson rd","M1E 5E1",43,"416-392-4750","Purpose Built","Seven Oaks Home For The Aged",10,15,24,0,0,49,"Yes",367187,-79.2035789,43.78164671,"15-Jun-17","Scarborough"
"296",1861,"Mount Dennis Early Learning & Child Care Centre","City-Operated","1296","weston rd","M6M 4R3",11,"416-392-5686","Purpose Built","",10,10,16,0,0,36,"Yes",76638,-79.49606227,43.68906574,"15-Jun-17","Etobicoke York"
"297",1863,"Kipling Early Learning & Child Care Centre","City-Operated","2233","kipling ave","M9W 4L3",2,"416-397-9961","Other","Kipling Acres Home For The Aged",10,10,16,0,0,36,"Yes",6052169,-79.57188977,43.72512809,"15-Jun-17","Etobicoke York"
"298",1866,"Firgrove Early Learning & Child Care Centre","City-Operated","4","cane grassway","M3N 2W8",7,"416-392-5683","Other","",10,20,16,0,0,46,"Yes",6261368,-79.51697635,43.75258379,"15-Jun-17","Etobicoke York"
"299",1869,"Flemingdon Early Learning & Child Care Centre","City-Operated","29","st dennis dr","M3C 3J3",26,"416-392-3170","Community/Recreation Centre","Dennis R Timbrell Resource Centre",10,10,32,0,0,52,"Yes",8885841,-79.33169059,43.71794928,"15-Jun-17","North York"
"300",1870,"Regent Park Early Learning & Child Care Centre","City-Operated","40","regent st","M5A 3N7",28,"416-392-5513","Purpose Built","",20,20,0,0,0,40,"Yes",30009806,-79.36429518,43.65864794,"15-Jun-17","Toronto East York"
"301",1871,"Northminster Early Learning & Child Care Centre","City-Operated","255","finch ave w","M2R 1M8",23,"416-392-5690","Place of Worship","Northminster United Church",0,10,16,20,30,76,"Yes",11129601,-79.43759188,43.77441543,"15-Jun-17","North York"
"302",1872,"Davisville Early Learning & Child Care Centre","City-Operated","41","millwood rd","M4S 1J6",22,"416-392-5694","Public Elementary School","Davisville Public School",0,10,32,0,0,42,"Yes",13967926,-79.39518746,43.69947082,"15-Jun-17","Toronto East York"
"303",1873,"Shoreham Schoolage Satellite Early Learning &Child Care Centre","City-Operated","31","shoreham dr","M3N 2S6",8,"416-392-8599","Public Elementary School","Shoreham Public School",0,0,0,20,30,50,"Yes",13969058,-79.51738796,43.76879955,"15-Jun-17","North York"
"304",1874,"O'Connor Satellite Early Learning & Child Care Centre","City-Operated","1665","o connor dr","M4A 1W5",34,"416-392-6545","Public Elementary School","O'Connor Public School",0,0,24,20,30,74,"Yes",8609165,-79.30415535,43.71651592,"15-Jun-17","North York"
"305",1875,"O'Connor Early Learning & Child Care Centre","City-Operated","1386","victoria park ave","M4A 2L8",34,"416-392-6545","Community/Recreation Centre","O'Connor Community Centre",10,20,16,0,0,46,"Yes",6686423,-79.3018562,43.7176677,"15-Jun-17","North York"
"306",1876,"Glen Road Early Learning & Child Care Centre","City-Operated","443","bloor st e","M4W 1J1",28,"416-392-5059","Other","Fire Station",0,0,16,0,25,41,"Yes",14120200,-79.37504072,43.67217798,"15-Jun-17","Toronto East York"
"307",1878,"Blacksmith Child Care Centre","Non-Profit","45","blacksmith cres","M3N 1V5",8,"416-665-3839","Public Elementary School","Blacksmith Public School",0,10,24,0,30,64,"Yes",490154,-79.52681069,43.77116395,"15-Jun-17","North York"
"308",1882,"Stilecroft Superkids","Non-Profit","50","stilecroft dr","M3J 1A7",9,"416-638-0352","Public Elementary School","Stilecroft Public School",0,10,24,0,15,49,"Yes",7522835,-79.49320837,43.75106442,"15-Jun-17","North York"
"309",1885,"Woodbine Early Learning & Child Care Centre","City-Operated","700","milverton blvd","M4C 1X9",31,"416-392-2257","Place of Worship","Church Of The Resurrection",10,10,24,0,0,44,"Yes",843418,-79.3148026,43.68897749,"15-Jun-17","Toronto East York"
"310",1887,"Davenport Early Learning & Child Care Centre","City-Operated","1900","davenport rd","M6N 1B7",17,"416-392-5066","Community/Recreation Centre","Davenport Perth Community Centre",10,10,16,0,0,36,"Yes",2216185,-79.45486185,43.6709286,"15-Jun-17","Etobicoke York"
"311",1888,"Coxwell Early Learning & Child Care Centre","City-Operated","1631","queen st e","M4L 1G4",32,"416-392-5076","HUMSRV","Toronto Employment And Social Services-Toronto East Office",0,10,24,0,15,49,"Yes",856013,-79.31558008,43.6663093,"15-Jun-17","Toronto East York"
"312",1889,"Jesse Ketchum Early Learning & Child Care Centre","City-Operated","7","berryman st","M5R 1M7",27,"416-392-5061","Public Elementary School","Jesse Ketchum Public School",10,20,24,0,60,114,"Yes",7979603,-79.39160213,43.67361337,"15-Jun-17","Toronto East York"
"313",1890,"Danforth Early Learning & Child Care Centre","City-Operated","1125","danforth ave","M4J 1M5",30,"416-392-5070","Purpose Built","Danforth Child Care Centre",10,20,24,0,0,54,"Yes",8066596,-79.33381537,43.68085017,"15-Jun-17","Toronto East York"
"314",1891,"Church Street School Day Care Service Inc.","Non-Profit","83","alexander st","M4Y 1B7",27,"416-925-1197","Public Elementary School","Church Street Public School",0,10,16,40,75,141,"Yes",762114,-79.3791814,43.66361701,"15-Jun-17","Toronto East York"
"315",1893,"Christian Community Centre Day Care/The Yonge Street Mission","Non-Profit","270","gerrard st e","M5A 2G4",28,"416-355-3574","Community/Recreation Centre","Christian Community Centre",10,15,40,0,0,65,"Yes",4014969,-79.36834145,43.66237135,"15-Jun-17","Toronto East York"
"316",1895,"North York Jr Ymca","Non-Profit","567","sheppard ave e","M2K 1B2",24,"416-225-7773x440","Community/Recreation Centre","North York Ymca",0,30,40,0,0,70,"Yes",561844,-79.38677929,43.76588284,"15-Jun-17","North York"
"317",1896,"West End Jr Ymca","Non-Profit","931","college st","M6H 1A1",19,"416-536-1166x440","Community/Recreation Centre","West End Ymca",0,25,40,0,30,95,"Yes",10576726,-79.42589088,43.65346513,"15-Jun-17","Toronto East York"
"318",1898,"Ymca Child Development Centre (Ymca)","Non-Profit","15","breadalbane st","M4Y 1C2",27,"416-513-1164","Community/Recreation Centre","Toronto Central Ymca",10,30,56,20,30,146,"Yes",7762681,-79.38484478,43.66363153,"15-Jun-17","Toronto East York"
"319",1900,"Second Street School Age Ymca","Non-Profit","71","second st","M8V 2X4",6,"416-252-8544","Public Elementary School","Second Street School",0,0,0,26,45,71,"Yes",7389731,-79.49976953,43.60367699,"15-Jun-17","Etobicoke York"
"320",1901,"Lamp Jr Ymca","Non-Profit","185","fifth st","M8V 2Z5",6,"416-252-8544","Community/Recreation Centre","Lamp Community Centre",0,15,32,0,0,47,"Yes",1001336,-79.50343393,43.6035733,"15-Jun-17","Etobicoke York"
"321",1902,"University City Jr Ymca","Non-Profit","453","sentinel rd","M3J 2T6",8,"416-661-2329","Community/Recreation Centre","University City Ymca",10,15,32,0,0,57,"Yes",10071090,-79.49944865,43.76257121,"15-Jun-17","North York"
"322",1907,"St. Gabriel's Jr Ymca","Non-Profit","396","spring garden ave","M2N 3H5",23,"416-221-5000","Catholic Elementary School","St. Gabriel's Separate School",0,0,8,13,30,51,"Yes",564348,-79.39134463,43.7693665,"15-Jun-17","North York"
"323",1909,"Cougar Court Child Care Centre 15","Commercial","3225","eglinton ave e","M1J 2H7",36,"416-267-0366","Other","",30,55,64,0,0,149,"Yes",8930394,-79.21618361,43.74342485,"15-Jun-17","Scarborough"
"324",1911,"Lynngate Jr Ymca","Non-Profit","129","cass ave","M1T 2B5",40,"416-293-3020","Public Elementary School","Lynngate Jr Public School",0,10,24,26,45,105,"Yes",316950,-79.30071954,43.77647762,"15-Jun-17","Scarborough"
"325",1912,"Bridlewood Jr Ymca","Non-Profit","60","bridlewood blvd","M1T 1P7",40,"416-492-3364","Public Elementary School","Bridlewood Public School",0,0,24,26,45,95,"Yes",312084,-79.31509861,43.78080488,"15-Jun-17","Scarborough"
"326",1913,"Maryvale Jr Ymca","Non-Profit","1325","pharmacy ave","M1R 2J1",37,"416-447-8115","Public Elementary School","Maryvale Public School",0,10,24,26,47,107,"Yes",2820814,-79.30791479,43.75467972,"15-Jun-17","Scarborough"
"327",1914,"David Lewis Jr Ymca","Non-Profit","130","fundy bay blvd","M1W 3G1",39,"416-490-1624","Public Elementary School","David Lewis Public School",0,0,32,26,30,88,"Yes",3073655,-79.31788929,43.80920532,"15-Jun-17","Scarborough"
"328",1915,"High Park Jr Ymca","Non-Profit","2665","dundas st w","M6P 1Y1",14,"416-763-1195","Community/Recreation Centre","",0,10,32,0,15,57,"Yes",12189731,-79.45947525,43.66453348,"15-Jun-17","Toronto East York"
"329",1918,"Wellesworth School Age Ymca","Non-Profit","225","wellesworth dr","M9C 4S5",3,"416-763-5233","Public Elementary School","Wellesworth Public School",0,0,0,0,15,15,"Yes",1042829,-79.57672204,43.65664592,"15-Jun-17","Etobicoke York"
"330",1919,"Wedgewood School Age Ymca","Non-Profit","5","swan ave","M9B 1V1",5,"416-763-5233","Public Elementary School","Wedgewood Public School",0,0,0,39,75,114,"Yes",9531172,-79.5462562,43.64532552,"15-Jun-17","Etobicoke York"
"331",1926,"Derrydown School Age Ymca","Non-Profit","120","derrydown rd","M3J 1R7",8,"416-661-2329","Public Elementary School","Derrydown Public School",0,0,0,26,45,71,"Yes",507241,-79.49371346,43.75869853,"15-Jun-17","North York"
"332",1927,"Holy Spirit Jr Ymca","Non-Profit","3530","sheppard ave e","M1T 3K7",40,"416-913-0958","Catholic Elementary School","Holy Spirit Separate School",0,0,24,26,30,80,"Yes",6292601,-79.30309947,43.78121636,"15-Jun-17","Scarborough"
"333",1928,"Pauline Johnson School Age Ymca","Non-Profit","35","dunmurray blvd","M1T 2K2",40,"416-913-0958","Public Elementary School","Pauline Johnson Junior Public School",0,0,0,13,15,28,"Yes",329105,-79.30357451,43.78513847,"15-Jun-17","Scarborough"
"334",1929,"Glamorgan School Age Ymca","Non-Profit","51","antrim cres","M1P 4N4",40,"647-438-7124","Public Elementary School","Glamorgan Public School",0,0,0,26,27,53,"Yes",302317,-79.28955704,43.77130892,"15-Jun-17","Scarborough"
"335",1931,"Secord School Age Ymca","Non-Profit","91","barrington ave","M4C 4Y9",31,"416-288-0997","City owned Community/Recreation Centre","Secord Community Centre",0,0,0,0,30,30,"Yes",6427766,-79.30156807,43.6917721,"15-Jun-17","Toronto East York"
"336",1934,"William G. Miller School Age Ymca","Non-Profit","60","bennett rd","M1E 3Y3",44,"416-724-1925","Public Elementary School","William G. Miller Junior Public School",0,0,0,26,45,71,"Yes",30032611,-79.16503401,43.76851356,"15-Jun-17","Scarborough"
"337",1935,"McGregor Jr Ymca","Non-Profit","555","mortimer ave","M4J 2G9",29,"416-463-2976","Public Elementary School","McGregor Public School",0,0,38,98,105,241,"Yes",29703,-79.32713574,43.68999526,"15-Jun-17","Toronto East York"
"338",1937,"Chester Jr Ymca","Non-Profit","115","gowan ave","M4K 2E4",29,"416-421-8101","Public Elementary School","Chester Public School",0,10,24,52,75,161,"Yes",3232917,-79.35171321,43.68761097,"15-Jun-17","Toronto East York"
"339",1938,"William Burgess Jr Ymca","Non-Profit","100","torrens ave","M4J 2P5",29,"416-423-5518","Public Elementary School","William Burgess Public School",0,10,24,52,45,131,"Yes",35916,-79.34815773,43.69192773,"15-Jun-17","Toronto East York"
"340",1939,"Albion Heights School Age Ymca","Non-Profit","45","lynmont rd","M9V 3W9",1,"416-744-4265","Public Elementary School","Albion Heights Public School",0,0,0,0,30,30,"Yes",10133520,-79.5943155,43.73138826,"15-Jun-17","Etobicoke York"
"341",1941,"Humbercrest School Age Ymca","Non-Profit","14","st marks rd","M6S 2H7",13,"416-763-5233","Public Elementary School","Humbercrest Junior Senior Public School",0,0,0,52,105,157,"Yes",74152,-79.49105864,43.66046123,"15-Jun-17","Etobicoke York"
"342",1942,"Brian Drive School Age Program (Ymca)","Non-Profit","95","brian dr","M2J 3Y6",33,"416-493-3008","Public Elementary School","Brian Public School",0,0,0,0,75,75,"Yes",11467213,-79.33180984,43.78172813,"15-Jun-17","North York"
"343",1943,"Crestview School Age Program Ymca","Non-Profit","101","seneca hill dr","M2J 2W3",33,"416-221-5000","Public Elementary School","Crestview Public School",0,0,0,26,30,56,"Yes",560542,-79.35984984,43.78844079,"15-Jun-17","North York"
"344",1951,"Knob Hill School Age Ymca","Non-Profit","25","seminole ave","M1J 1M8",38,"416-296-9907","Public Elementary School","Knob Hill Public School",0,0,0,0,27,27,"Yes",384283,-79.24978823,43.74530089,"15-Jun-17","Scarborough"
"345",1952,"Hunter's Glen  School Age Ymca","Non-Profit","16","haileybury dr","M1K 4X5",37,"416-296-9907","Public Elementary School","Hunter's Glen Junior Public School",0,0,0,0,30,30,"Yes",341682,-79.26012519,43.74572086,"15-Jun-17","Scarborough"
"346",1956,"Brimwood School Age Ymca","Non-Profit","151","brimwood blvd","M1V 1E5",41,"416-293-7326","Public Elementary School","Brimwood  Blvd. Jr. Public School",0,0,0,20,30,50,"Yes",313306,-79.27409287,43.8117085,"15-Jun-17","Scarborough"
"347",1958,"George Webster Jr Ymca","Non-Profit","2","cedarcrest blvd","M4B 2N9",31,"416-288-0997","Public Elementary School","George Webster Public School",0,0,16,26,30,72,"Yes",3111473,-79.29949377,43.70196453,"15-Jun-17","Toronto East York"
"348",3495,"Northview Heights Early Learning Centre","Non-Profit","550","finch ave w","M2R 1N6",10,"416-739-0987","Public High School","Northview Heights Secondary School",12,15,8,0,0,35,"Yes",515952,-79.44632478,43.77442921,"15-Jun-17","North York"
"349",3497,"Scarborough Jr Ymca","Non-Profit","230","town centre crt","M1P 4Y7",38,"416-296-9907","Community/Recreation Centre","Scarborough Ymca",10,30,24,0,0,64,"Yes",1370814,-79.25437452,43.77460663,"15-Jun-17","Scarborough"
"350",3499,"Blue Wave Child Care Centre","Non-Profit","50","duncairn rd","M3B 1C8",25,"416-445-0602","Public Elementary School","Norman Ingram Public School",10,20,24,20,0,74,"Yes",510159,-79.34960938,43.73996105,"15-Jun-17","North York"
"351",3507,"Morrish Jr Ymca","Non-Profit","61","canmore blvd","M1C 3T7",44,"416-724-1925","Public Elementary School","Morrish Public School",0,15,16,26,30,87,"Yes",20037846,-79.17927321,43.79319654,"15-Jun-17","Scarborough"
"352",3508,"Super Kids Day Care Centre","Commercial","1149","weston rd","M6N 3S3",11,"416-767-3960","Place of Worship","Church Of The Good Shepherd",0,15,32,0,0,47,"Yes",8492345,-79.48867267,43.68684372,"15-Jun-17","Etobicoke York"
"353",3513,"Our Lady Of Peace School Age Program (Ymca)","Non-Profit","70","mattice ave","M9B 1T6",5,"416-763-5233","Catholic Elementary School","Our Lady Of Peace Catholic School",0,0,0,52,45,97,"Yes",9530460,-79.54108144,43.64652082,"15-Jun-17","Etobicoke York"
"354",3537,"Marguerite Butt Early Learning & Child Care Centre","City-Operated","3197","lake shore blvd w","M8V 3X5",6,"416-392-4652","Other","Lakeshore Lodge Home For The Aged",10,20,32,0,0,62,"Yes",6735910,-79.51972103,43.59742858,"15-Jun-17","Etobicoke York"
"355",3550,"Lucy Maud Montgomery Jr Ymca","Non-Profit","95","murison blvd","M1B 2L6",42,"416-287-7925","Public Elementary School","Lucy Maud Montgomery Public School",0,10,16,26,60,112,"Yes",366470,-79.20936891,43.79692541,"15-Jun-17","Scarborough"
"356",3551,"Norman Ingram School Age Ymca","Non-Profit","50","duncairn rd","M3B 1C8",25,"416-229-6324","Public Elementary School","Norman Ingram Public School",0,0,0,0,30,30,"Yes",510159,-79.34960938,43.73996105,"15-Jun-17","North York"
"357",3596,"Metro Hall Early Learning & Child Care Centre","City-Operated","55","john st","M5V 3C6",20,"416-397-5171","Office Building","Metro Hall",10,20,32,0,0,62,"Yes",825934,-79.38893473,43.64616238,"15-Jun-17","Toronto East York"
"358",3629,"The South Drive Children's Circle","Non-Profit","22","south dr","M4W 1R1",27,"416-963-9242","Public Elementary School","Rosedale Public School",0,0,22,30,52,104,"Yes",869568,-79.38168926,43.67766432,"15-Jun-17","Toronto East York"
"359",3670,"Mothercraft:  Brookfield Place - 161 Bay Street","Non-Profit","10","front st w","M5J 1C4",28,"416-367-1758","Other","Brookfield Place",10,10,32,0,0,52,"Yes",8676875,-79.37725749,43.64694339,"15-Jun-17","Toronto East York"
"360",3701,"Branson Pre-School Ltd.","Commercial","4866","bathurst st","M2R 1X4",10,"416-635-6580","High Rise Apartment","",0,10,32,0,0,42,"Yes",487330,-79.4431816,43.77160152,"15-Jun-17","North York"
"361",3709,"The Alderbuds Child Care Centre Of Etobicoke","Non-Profit","399","the west mall","M9C 2Y2",3,"416-394-8284","Office Building","Etobicoke City Hall",10,15,24,0,0,49,"Yes",3086204,-79.56545608,43.6437806,"15-Jun-17","Etobicoke York"
"362",3712,"Allenby Day Care","Non-Profit","391","st clements ave","M5N 1M2",16,"416-487-7108","Public Elementary School","Allenby Public School",0,10,16,60,105,191,"Yes",873148,-79.41279098,43.70944423,"15-Jun-17","North York"
"363",3733,"Treetop Children's Centre","Non-Profit","80","braemar ave","M5P 2L4",22,"416-484-8702","Public Elementary School","Oriole Park Junior School",0,0,24,39,60,123,"Yes",7323683,-79.40969652,43.70258014,"15-Jun-17","Toronto East York"
"364",3736,"John Wanless Child Care","Non-Profit","245","fairlawn ave","M5M 1T2",16,"416-488-8571","Public Elementary School","John Wanless Public School",0,0,8,78,128,214,"Yes",13503695,-79.4118029,43.72878733,"15-Jun-17","North York"
"365",3767,"Unicorn Day Care Centre Toronto","Non-Profit","454","avenue rd","M4V 2J1",22,"416-929-6841","Public Elementary School","Brown Junior Public School",0,0,0,78,120,198,"Yes",7992855,-79.40131228,43.68491291,"15-Jun-17","Toronto East York"
"366",3774,"Timothy Eaton Infant & Toddler Centre","Non-Profit","35","glendower circt","M1T 2Z3",39,"416-490-0434","Public Elementary School","Highland Heights Jr. Public School",10,10,0,0,0,20,"Yes",4812502,-79.30026556,43.79442852,"15-Jun-17","Scarborough"
"367",3792,"Massey Centre Early Learning Centre","Non-Profit","1102","broadview ave","M4K 2S5",29,"416-696-3348","Purpose Built","Massey Centre For Women",10,20,16,0,0,46,"Yes",18344,-79.35659326,43.68661771,"15-Jun-17","Toronto East York"
"368",3795,"North Etobicoke Jr Ymca","Non-Profit","88","humber college blvd","M9V 5G3",1,"416-744-4265","Low Rise Apartment","",20,20,32,0,0,72,"Yes",8127977,-79.59865393,43.73173485,"15-Jun-17","Etobicoke York"
"369",3810,"Isabella Walton Child Care","Non-Profit","835","birchmount rd","M1K 5K1",35,"416-750-4598","High Rise Apartment","",10,10,32,0,0,52,"Yes",6727805,-79.27741451,43.7293378,"15-Jun-17","Scarborough"
"370",3829,"Queen Victoria Child Care Centre","Non-Profit","100","close ave","M6K 2V3",14,"416-530-0683","Public Elementary School","Queen Victoria Junior School",0,15,24,52,60,151,"Yes",784384,-79.43473266,43.63625894,"15-Jun-17","Toronto East York"
"371",3875,"Fleming Jr Ymca","Non-Profit","22","littles rd","M1B 5B5",42,"416-287-8534","Public Elementary School","Fleming Public School",0,10,16,26,30,82,"Yes",4933051,-79.20344614,43.81599538,"15-Jun-17","Scarborough"
"372",3880,"Casa Del Zotto Children's Centre","Non-Profit","3010","dufferin st","M6B 4J5",15,"416-256-6191","High Rise Apartment","Casa Del Zotto",0,0,0,22,30,52,"Yes",9655347,-79.45499552,43.71187089,"15-Jun-17","North York"
"373",3884,"Mothercraft:  Toronto Eaton Centre","Non-Profit","14","trinity sq","M5G 1B1",27,"416-340-9651","Other","Marriott Hotel",10,10,32,0,0,52,"Yes",7762783,-79.38147634,43.65448664,"15-Jun-17","Toronto East York"
"374",3893,"Antica Village Children's Day Care Centre (646508 Ontario Ltd)","Commercial","360","hullmar dr","M3N 2X7",8,"416-661-8666","Community/Recreation Centre","Antica Recreation Centre",0,0,16,0,15,31,"Yes",11267566,-79.52332414,43.77356355,"15-Jun-17","North York"
